Key|Name|Region|Altitude_m|Country|Lat|Lng|Type|Notes|City_Col_Index|Col_Index|Temp_Seasonality|Rain_Seasonality|AHT|AHT_Max|AHT_Min|AR_Total|Record_Temps
Gold_Coast,_Queensland|Gold Coast, Queensland|South-East Asia|10|Australia|"28°0'0.0"" S"|"153°25'58.8"" E"|2|Humid subtropical climate|233|MH|||25.1|28.6|21.1|1278.9|
Gomel|Gomel|Europe|144|Belarus|"52°26'30.1"" N"|"30°58'59.9"" E"|2|Humid continental (mild summer, wet all year) climate|234|MI|||11.6|25.1|-2|626|-35
Gorakhpur|Gorakhpur|South Asia|209|India|"29°26'60.0"" N"|"75°40'59.9"" E"|2|Tropical monsoon / humid subtropical climate|235|MJ|||31.9|39.5|23.2|1228.1|
Goteborg|Goteborg|Europe|18|Sweden|"57°43'0.1"" N"|"11°58'0.1"" E"|2|Humid continental (mild summer, wet all year) climate|236|MK|||12.3|22.9|2.3|791|-26
Guadalajara|Guadalajara|North America|1585|Mexico|"20°40'0.1"" N"|"103°19'58.8"" W"|2|Humid subtropical (dry winter, wet summer) climate|237|ML|||27.9|32.5|24.7|1002.4|
Guangzhou|Guangzhou|North-East Asia|10|China|"23°7'0.1"" N"|"113°15'0.0"" E"|2|Humid subtropical climate|238|MM|||26.3|32.8|18.3|1736.1|
Guarulhos|Guarulhos|South America|682|Brazil|"23°28'0.1"" S"|"46°31'59.9"" W"|2|Tropical monsoon climate|239|MN|||24.6|28|21|1395|
Guayaquil|Guayaquil|South America|80|Ecuador|"2°10'0.0"" S"|"79°54'0.0"" W"|2|Tropical savanna climate|240|MO|||29.9|31|28|1025.8|
Guilin|Guilin|North-East Asia|138|China|"25°16'59.9"" N"|"110°16'58.8"" E"|2|Humid subtropical climate|241|MP|||23.1|32.8|11.5|1901.3|
Guiyang|Guiyang|North-East Asia|1087|China|"26°34'59.9"" N"|"106°43'1.2"" E"|2|Humid subtropical (dry winter, wet summer) climate|242|MQ|||19.8|28.5|8.8|1117.7|
Gujranwala|Gujranwala|South Asia|250|Pakistan|"32°8'60.0"" N"|"74°10'59.9"" E"|2|Hot semi-arid climate|243|MR|||30.8|40.8|19.1|581|
Gulbarga|Gulbarga|South Asia|470|India|"17°19'59.9"" N"|"76°49'59.9"" E"|2|Hot desert climate|244|MS|||32.4|38.5|29|777.4|
Guntur|Guntur|South Asia|36|India|"16°18'0.0"" N"|"80°27'0.0"" E"|2|Tropical monsoon climate|245|MT|||34|47.3|29.2|905|
Guwahati|Guwahati|South Asia|33|India|"26°10'59.9"" N"|"91°43'59.9"" E"|2|Humid subtropical (dry winter, wet summer) / tropical monsoon climate|246|MU|||29.2|32.1|23.6|1722|
Gwalior|Gwalior|South Asia|271|India|"26°13'25.0"" N"|"78°10'45.1"" E"|2|Humid subtropical climate|247|MV|||33.6|48.6|22.9|896.9|
Ha_Noi|Ha Noi|South-East Asia|26|Viet Nam|"21°1'59.9"" N"|"105°50'60.0"" E"|2|Humid subtropical (dry winter, wet summer) climate|248|MW|||27|32.9|19.3|1676.2|
Hai_Phong|Hai Phong|South-East Asia|3|Viet Nam|"20°51'22.0"" N"|"106°40'55.2"" E"|2|Humid subtropical climate|249|MX|||27.3|33|20|1577|
Haikou|Haikou|North-East Asia|1909|China|"20°2'44.9"" N"|"110°20'31.2"" E"|2|Humid subtropical (dry winter, wet summer) climate|250|MY|||28|33.1|21|1652.1|
Halifax,_Nova_Scotia|Halifax, Nova Scotia|North America|30|Canada|"44°38'52"" N"|"63°34'17"" W"|2|Humid continental (mild summer, wet all year) climate|251|MZ|||11.4|23.1|-0.1|1467.9|-26.1
Hamadan|Hamadan|Central Asia|1850|Iran|"34°47'46.0"" N"|"48°30'56.9"" E"|2|Continental Mediterranean climate|252|NA|||19.3|34.9|2|323.7|-34
Hamah|Hamah|Central Asia|264|Syrian Arab Republic|"35°7'59.9"" N"|"36°45'0.0"" E"|2|Hot semi-arid climate|253|NB|||24.7|36.2|11.4|352.7|
Hamamatsu|Hamamatsu|North-East Asia|14|Japan|"34°42'0.0"" N"|"137°43'58.8"" E"|2|Humid subtropical climate|254|NC|||20.5|31.1|10.1|1809.3|
Hamburg|Hamburg|Europe|3|Germany|"53°32'60.0"" N"|"10°0'0.0"" E"|2|Oceanic / humid continental (mild summer, wet all year) climate|255|ND|||13.2|23.5|3.9|792.5|-29.1
Hamilton,_Ontario|Hamilton, Ontario|North America|92|Canada|"43°15'0.0"" N"|"79°49'59.9"" W"|2|Humid continental (mild summer, wet all year) climate|256|NE|||13.1|27.3|-0.9|897.3|-28.3
Hangzhou|Hangzhou|North-East Asia|18|China|"30°15'19.1"" N"|"120°10'8.4"" E"|2|Humid subtropical climate|257|NF|||21.4|33.6|8.3|1438|
Hanover|Hanover|Europe|63|Germany|"52°22'0.1"" N"|"9°43'0.0"" E"|2|Oceanic / humid continental (mild summer, wet all year) climate|258|NG|||13.6|23.5|4|661.3|-24.3
Haora|Haora|South Asia|16|India|"22°35'21.1"" N"|"88°18'37.1"" E"|2|Tropical savanna climate|259|NH|||31.8|36|26|1683.1|
Harare|Harare|Africa|1483|Zimbabwe|"17°49'4.1"" S"|"31°2'40.9"" E"|2|Subtropical highland climate|260|NI|||25.5|28.8|21.6|840.6|
Harbin|Harbin|North-East Asia|168|China|"45°45'0.0"" N"|"126°39'0.0"" E"|2|Humid continental (hot summer, dry winter) / subarctic (cool summer, wet all year) climate|261|NJ|||10.1|27.9|-12.5|524.4|-38.1
Hargeisa|Hargeisa|Africa|947|Somalia|"9°34'60.0"" N"|"44°4'0.1"" E"|2|Hot semi-arid climate|262|NK|||28.1|31|23.7|413|
Havana|Havana|North America|5|Cuba|"23°7'54.8"" N"|"82°21'51.1"" W"|2|Tropical monsoon climate|263|NL|||28.8|31.6|25.8|1189.2|
Hefei|Hefei|North-East Asia|18|China|"31°51'50.0"" N"|"117°16'51.6"" E"|2|Humid subtropical climate|264|NM|||20.3|32|6.8|995.2|
Hegang|Hegang|North-East Asia|197|China|"47°23'60.0"" N"|"130°22'1.2"" E"|2|Humid continental (hot summer, dry winter) / subarctic (cool summer, wet all year) climate|265|NN|||8.4|26.5|-12.7|612.4|-34.5
Helsinki|Helsinki|Europe|23|Finland|"60°10'32.2"" N"|"24°56'3.1"" E"|2|Humid continental (mild summer, wet all year) / subarctic (cool summer, wet all year) climate|266|NO|||9|21.5|-1.9|655|-34.3
Hengyang|Hengyang|North-East Asia|78|China|"26°53'17.2"" N"|"112°36'54.0"" E"|2|Humid subtropical climate|267|NP|||22.1|34.3|9|1351.6|
Hermosillo|Hermosillo|North America|195|Mexico|"29°4'0.1"" N"|"110°58'1.2"" W"|2|Hot desert climate|268|NQ|||32.8|42|24|192|50
Himeji|Himeji|North-East Asia|11|Japan|"34°49'0.1"" N"|"134°41'60.0"" E"|2|Humid subtropical climate|269|NR|||19.6|31.5|8.8|1318|
Hims|Hims|Central Asia|510|Syrian Arab Republic|"34°43'59.9"" N"|"36°43'0.1"" E"|2|Hot desert climate|270|NS|||22.9|32.8|11.1|429.4|
Hiroshima|Hiroshima|North-East Asia|32|Japan|"34°23'60.0"" N"|"132°26'60.0"" E"|2|Humid subtropical climate|271|NT|||20.9|32.5|9.7|1537.6|
Ho_Chi_Minh_City|Ho Chi Minh City|South-East Asia|4|Viet Nam|"10°45'0.0"" N"|"106°40'1.2"" E"|2|Tropical monsoon climate|272|NU|||32.3|34.6|30.8|1931|
Hobart|Hobart|South-East Asia|8|Australia|"42°52'50"" S"|"147°19'30"" E"|2|Oceanic climate|273|NV|||16.9|21.7|11.7|615.2|
Hohhot|Hohhot|North-East Asia|1051|China|"40°48'38.2"" N"|"111°39'7.2"" E"|2|Cold semi-arid climate|274|NW|||13.3|28.5|-5|398|
Hong_Kong|Hong Kong|North-East Asia|89|Hong Kong|"22°16'59.9"" N"|"114°9'0.0"" E"|1|Humid subtropical (dry winter, wet summer) climate|275|NX|||25.6|31.4|18.6|2398.4|
Honolulu|Honolulu|North America|2|United States of America|"21°18'0"" N"|"157°49'0"" W"|2|Tropical monsoon climate|276|NY|||29.1|31.5|26.7|434.34|
Houston|Houston|North America|15|United States of America|"29°45'47.2"" N"|"95°21'47.2"" W"|2|Humid subtropical climate|277|NZ|||26.5|34.7|17.2|1264.16|
Hubli|Hubli|South Asia|651|India|"15°20'60.0"" N"|"75°10'0.1"" E"|2|Tropical monsoon climate|278|OA|||29.9|36|25.6|870|
Hyderabad|Hyderabad|South Asia|494|India|"17°22'31.1"" N"|"78°28'27.8"" E"|2|Tropical savanna climate|279|OB|||32.2|39|28|828.5|45.5
Ibadan|Ibadan|Africa|248|Nigeria|"7°23'16.0"" N"|"3°53'47.0"" E"|2|Tropical savanna climate|280|OC|||31.2|34|27|1121|
Indianapolis|Indianapolis|North America|222|United States of America|"39°46'5.9"" N"|"86°9'29.2"" W"|2|Humid continental (hot summer, wet all year) climate|281|OD|||16.9|29.4|2|1078|
Indore|Indore|South Asia|541|India|"22°43'0.1"" N"|"75°49'59.9"" E"|2|Humid subtropical (dry winter, wet summer) climate|282|OE|||31.9|40.4|26.5|1062|46
Ipoh|Ipoh|South-East Asia|47|Malaysia|"4°34'60.0"" N"|"101°4'58.8"" E"|2|Tropical monsoon climate|283|OF|||33|33.9|32.1|2427.9|
Iqaluit|Iqaluit|North America|34|Canada|"63°44'55"" N"|"068°31'11"" W"|3|Tundra climate|284|OG|||-5.5|12.3|-23.3|403.8|-45.6
Iquitos|Iquitos|South America|107|Peru|"3°44'53.0"" S"|"73°14'49.9"" W"|2|Tropical rainforest climate|285|OH|||31.4|32.1|30.4|2878.3|
Irbil|Irbil|Central Asia|429|Iraq|"36°11'24.0"" N"|"44°0'32.0"" E"|2|Hot summer Mediterranean climate|286|OI|||27.2|42|12.4|540|49.3
Irkutsk|Irkutsk|Russia|495|Russian Federation|"52°16'0.1"" N"|"104°19'58.8"" E"|2|Subarctic (cool summer, dry winter) climate|287|OJ|||7.2|24.8|-12.9|477|-49.7
Islamabad|Islamabad|South Asia|497|Pakistan|"33°42'0.0"" N"|"73°10'0.1"" E"|2|Humid subtropical (dry winter, wet summer) climate|288|OK|||28.6|38.7|17.7|1142.1|46.6
Istanbul|Istanbul|Central Asia|157|Turkey|"41°1'7.0"" N"|"28°57'52.9"" E"|1|Hot summer Mediterranean climate|289|OL|||17.5|26.7|8.5|808.3|
Izhevsk|Izhevsk|Russia|133|Russian Federation|"56°51'0.0"" N"|"53°13'59.9"" E"|2|Humid continental (mild summer, wet all year) / subarctic (cool summer, wet all year) climate|290|OM|||7.7|25.1|-8.9|510|-47.5
Izmir|Izmir|Central Asia|559|Turkey|"38°24'25.9"" N"|"27°9'1.1"" E"|2|Hot summer Mediterranean climate|291|ON|||22.7|33.2|12.4|690.1|
Jabalpur|Jabalpur|South Asia|403|India|"23°10'0.1"" N"|"79°57'0.0"" E"|2|Humid subtropical climate|292|OO|||31.7|40.4|24.5|1062|
Jacksonville|Jacksonville|North America|7|United States of America|"30°19'54.8"" N"|"81°39'20.9"" W"|2|Humid subtropical climate|293|OP|||26.3|33.3|18.2|1330.71|
Jaipur|Jaipur|South Asia|428|India|"26°55'0.1"" N"|"75°49'0.1"" E"|2|Hot semi-arid climate|294|OQ|||31.9|40.3|22.4|635.5|48.5
Jakarta|Jakarta|South-East Asia|1|Indonesia|"6°10'28.0"" S"|"106°49'44.4"" E"|1|Tropical monsoon climate|295|OR|||31.8|33|29.9|1855|
Jalandhar|Jalandhar|South Asia|226|India|"31°19'32.2"" N"|"75°34'45.1"" E"|2|Humid subtropical / hot semi-arid climate|296|OS|||30.4|43.6|19.4|586.8|
Jammu|Jammu|South Asia|368|India|"32°43'59.9"" N"|"74°52'0.1"" E"|2|Humid subtropical (dry winter, wet summer) / continental Mediterranean climate|297|OT|||29.4|38.7|18.9|1331.6|47.4
Jamnagar|Jamnagar|South Asia|13|India|"22°28'0.1"" N"|"70°4'0.1"" E"|2|Hot semi-arid climate|298|OU|||32.2|36.4|26.5|487|47
Jamshedpur|Jamshedpur|South Asia|135|India|"22°48'0.0"" N"|"86°10'59.9"" E"|2|Tropical savanna climate|299|OV|||32.2|38.8|26.2|1508.3|46.6
Jiamusi|Jiamusi|North-East Asia|61|China|"46°49'59.9"" N"|"130°20'60.0"" E"|2|Humid continental (hot summer, dry winter) / subarctic (cool summer, wet all year) climate|300|OW|||9.4|27.6|-12.7|516.5|-39.5
Jibuti|Jibuti|Africa|1|Djibouti|"11°35'42.0"" N"|"43°8'53.2"" E"|2|Hot desert climate|301|OX|||33.4|41|29|131|47
Jiddah|Jiddah|Central Asia|34|Saudi Arabia|"21°31'0.8"" N"|"39°13'9.1"" E"|2|Hot desert climate|302|OY|||33.6|37.6|28.8|53.5|49
Jilin_City|Jilin City|North-East Asia|189|China|"43°51'2.9"" N"|"126°33'36.0"" E"|2|Humid continental (hot summer, dry winter) / subarctic (cool summer, wet all year) climate|303|OZ|||7.9|22|-11|646.8|
Jinan|Jinan|North-East Asia|27|China|"36°40'5.9"" N"|"116°59'49.2"" E"|2|Humid subtropical (dry winter, wet summer) climate|304|PA|||19.5|31.9|3.9|672.8|
Joao_Pessoa|Joao Pessoa|South America|4|Brazil|"7°7'0.0"" S"|"34°52'0.1"" W"|2|Tropical monsoon climate|305|PB|||29.3|30.5|27.5|2145.3|
Jodhpur|Jodhpur|South Asia|232|India|"26°17'12.1"" N"|"73°1'48.0"" E"|2|Hot semi-arid climate|306|PC|||33.8|41.4|25|314.8|54
Johannesburg|Johannesburg|Africa|1753|South Africa|"26°11'60.0"" S"|"28°4'59.9"" E"|1|Subtropical highland climate|307|PD|||21.9|25.6|16|713|
Johor_Bahru|Johor Bahru|South-East Asia|5|Malaysia|"1°28'0.0"" N"|"103°45'0.0"" E"|2|Tropical rainforest climate|308|PE|||31.8|32.8|30.6|2355.5|
Joinville|Joinville|South America|120|Brazil|"26°18'0.0"" S"|"48°49'59.9"" W"|2|Humid subtropical climate|309|PF|||24.6|29|21|1708|
Jos|Jos|Africa|1238|Nigeria|"9°55'0.0"" N"|"8°54'0.0"" E"|2|Tropical savanna climate|310|PG|||28.8|31.9|24.7|1324|
Juneau,_Alaska|Juneau, Alaska|North America|17||"58°18'0"" N"|"134°25'0"" W"|2|Oceanic / humid continental (hot summer, wet all year) climate|311|PH|||8.9|17.7|0.4|1581.6|
Kabul|Kabul|Central Asia|1800|Afghanistan|"34°31'0.1"" N"|"69°10'59.9"" E"|2|Cold semi-arid climate|312|PI|||19.6|32.1|4.5|312|-25.5
Kagoshima|Kagoshima|North-East Asia|89|Japan|"31°36'0.0"" N"|"130°33'0.0"" E"|2|Humid subtropical climate|313|PJ|||22.8|32.5|12.8|2265.7|
Kaifeng|Kaifeng|North-East Asia|77|China|"34°44'39.1"" N"|"114°25'8.4"" E"|2|Humid subtropical (dry winter, wet summer) climate|314|PK|||19.8|31.7|5.1|637.2|
Kaliningrad|Kaliningrad|Europe|15|Russian Federation|"54°42'36.0"" N"|"20°30'0.0"" E"|2|Oceanic / humid continental (mild summer, wet all year) climate|315|PL|||11.8|23|0.7|824|-33.3
Kalyan|Kalyan|South Asia|14|India|"19°15'0.0"" N"|"73°9'0.0"" E"|2|Tropical monsoon climate|316|PM|||31.7|33.5|29.3|2355.2|
Kampala|Kampala|Africa|1190|Uganda|"0°18'56.0"" N"|"32°33'56.2"" E"|2|Tropical rainforest climate|317|PN|||27.8|29.3|26.9|1265|
Kananga|Kananga|Africa|609|Congo DRC|"5°53'45.0"" S"|"22°25'4.1"" E"|2|Tropical savanna climate|318|PO|||29.6|31|29|1439|
Kanazawa|Kanazawa|North-East Asia|20|Japan|"36°34'0.1"" N"|"136°39'0.0"" E"|2|Humid subtropical climate|319|PP|||18.5|30.9|6.8|2398.9|
Kano|Kano|Africa|518|Nigeria|"11°59'47.0"" N"|"8°31'0.0"" E"|2|Hot semi-arid / tropical savanna climate|320|PQ|||33.2|38.2|29|696.4|
Kanpur|Kanpur|South Asia|130|India|"26°28'0.1"" N"|"80°20'60.0"" E"|2|Hot desert climate|321|PR|||32.2|40.7|23.1|959.5|47.3
Kaohsiung|Kaohsiung|North-East Asia|9|Taiwan|"22°37'59.9"" N"|"120°20'60.0"" E"|2|Tropical savanna climate|322|PS|||28.8|32.4|23.9|1884.9|
Karachi|Karachi|South Asia|14|Pakistan|"24°52'0.1"" N"|"67°2'60.0"" E"|2|Hot desert climate|323|PT|||31.7|35.2|25.8|217.4|47.8
Karaj|Karaj|Central Asia|1341|Iran|"35°49'44.0"" N"|"51°0'20.9"" E"|2|Cold semi-arid climate|324|PU|||21.4|35.2|6.1|251.7|
Kathmandu|Kathmandu|South Asia|1400|Nepal|"27°43'0.1"" N"|"85°19'0.1"" E"|2|Humid subtropical (dry winter, wet summer) climate|325|PV|||25.6|29.1|19.1|1454.9|
Katsina|Katsina|Africa|465|Nigeria|"12°59'52.1"" N"|"7°35'58.0"" E"|2|Hot desert / tropical savanna climate|326|PW|||28.6|33|23|68.9|
Kayseri|Kayseri|Central Asia|1050|Turkey|"38°43'55.9"" N"|"35°29'7.1"" E"|2|Continental Mediterranean climate|327|PX|||18|30.6|4.1|406.1|-31.4
Kazan|Kazan|Russia|120|Russian Federation|"55°45'0.0"" N"|"49°7'59.9"" E"|2|Humid continental (mild summer, wet all year) / subarctic (cool summer, wet all year) climate|328|PY|||8.6|25.9|-8.1|558|-46.8
Kemerovo|Kemerovo|Russia|131|Russian Federation|"55°19'59.9"" N"|"86°4'59.9"" E"|2|Humid continental (mild summer, wet all year) / subarctic (cool summer, wet all year) climate|329|PZ|||7.1|25.5|-12.2|505|-48.4
Kermanshah|Kermanshah|Central Asia|1886|Iran|"34°18'51.1"" N"|"47°3'54.0"" E"|2|Hot summer Mediterranean climate|330|QA|||22.3|37.8|6.5|478.7|44.1
Khabarovsk|Khabarovsk|Russia|81|Russian Federation|"48°30'0.0"" N"|"135°5'60.0"" E"|2|Humid continental (mild summer, dry winter) / subarctic (cool summer, wet all year) climate|331|QB|||7.4|26.6|-15.7|682|-40
Kharkiv|Kharkiv|Europe|114|Ukraine|"50°0'0.0"" N"|"36°15'0.0"" E"|2|Humid continental (mild summer, wet all year) climate|332|QC|||12.1|26.4|-2.2|517|-35.6
Khartoum|Khartoum|Africa|379|Sudan|"15°35'17.2"" N"|"32°32'3.1"" E"|2|Hot desert climate|333|QD|||37|41.9|30.7|121.3|46.8
Khulna|Khulna|South Asia|9|Bangladesh|"22°48'0.0"" N"|"89°32'60.0"" E"|2|Tropical savanna climate|334|QE|||31.1|34.6|25.6|1809.4|
Kiev|Kiev|Europe|169|Ukraine|"50°25'59.9"" N"|"30°31'0.1"" E"|2|Humid continental (mild summer, wet all year) climate|335|QF|||12.5|25.6|-0.9|619|-32.2
Kigale|Kigale|Africa|1497|Rwanda|"1°57'13.0"" S"|"30°3'38.2"" E"|2|Tropical savanna climate|336|QG|||26.9|28.2|25.9|950.9|
Kingston,_Jamaica|Kingston, Jamaica|North America|42|Jamaica|"18°0'0.0"" N"|"76°47'60.0"" W"|2|Tropical monsoon climate|337|QH|||31.4|32.8|30.2|813|
Kinshasa|Kinshasa|Africa|178|Congo DRC|"4°17'60.0"" S"|"15°18'0.0"" E"|2|Tropical savanna climate|338|QI|||30.4|32|27|1358|
Kirkuk|Kirkuk|Central Asia|354|Iraq|"35°28'5.2"" N"|"44°23'31.9"" E"|2|Hot semi-arid climate|339|QJ|||28.7|43.2|13.8|361.3|
Kirov,_Kirov_Oblast|Kirov, Kirov Oblast|Russia|179|Russian Federation|"58°35'48.8"" N"|"49°39'29.9"" E"|2|Humid continental (mild summer, wet all year) / subarctic (cool summer, wet all year) climate|340|QK|||7.2|24.2|-8.7|676|-45.2
Kisangani|Kisangani|Africa|430|Congo DRC|"0°31'0.0"" N"|"25°11'60.0"" E"|2|Tropical monsoon climate|341|QL|||30|31|28|1704|
Kobe|Kobe|North-East Asia|46|Japan|"34°40'59.9"" N"|"135°10'1.2"" E"|2|Humid subtropical climate|342|QM|||19.7|31.6|8.4|1315.6|
Kochi|Kochi|South Asia|1|India|"9°58'0.0"" N"|"76°13'59.9"" E"|2|Tropical monsoon climate|343|QN|||31.1|32.9|29.3|2978.1|
Koeln|Koeln|Europe|46|Germany|"50°55'59.9"" N"|"6°57'0.0"" E"|2|Oceanic / humid continental (mild summer, wet all year) climate|344|QO|||14.8|24.4|5.4|838.6|-23.4
Kolhapur|Kolhapur|South Asia|531|India|"16°41'60.0"" N"|"74°13'0.1"" E"|2|Tropical savanna climate|345|QP|||30.7|37|26|995.3|
Konya|Konya|Central Asia|1030|Turkey|"37°51'56.2"" N"|"32°28'57.0"" E"|2|Cold semi-arid climate|346|QQ|||18|30.2|4.7|324.3|-26.5
Kota_Kinabalu|Kota Kinabalu|South-East Asia|9|Malaysia|"5°58'60.0"" N"|"116°4'1.2"" E"|2|Tropical monsoon climate|347|QR|||31.4|32.2|30.4|2547.2|
Krakow|Krakow|Europe|233|Poland|"50°4'59.9"" N"|"19°55'0.1"" E"|2|Oceanic / humid continental (mild summer, wet all year) climate|348|QS|||12.9|24.2|1.1|631|-32.7
Krasnodar|Krasnodar|Europe|45|Russian Federation|"45°1'58.1"" N"|"38°58'36.8"" E"|2|Humid subtropical / humid continental (hot summer, wet all year) climate|349|QT|||17.4|30.2|4.4|735|-32.9
Krasnoyarsk|Krasnoyarsk|Russia|232|Russian Federation|"56°0'34.9"" N"|"92°47'30.1"" E"|2|Humid continental (mild summer, wet all year) / subarctic (cool summer, wet all year) climate|350|QU|||6.9|24.8|-11.4|488|-52.8
Kryvyy_Rih|Kryvyy Rih|Europe|81|Ukraine|"47°55'0.1"" N"|"33°21'0.0"" E"|2|Humid continental (hot summer, wet all year) climate|351|QV|||13.7|27.8|-0.9|442|-27.3
Kuala_Lumpur|Kuala Lumpur|South-East Asia|62|Malaysia|"3°10'0.0"" N"|"101°42'0.0"" E"|1|Tropical rainforest climate|352|QW|||32.4|33.1|31.5|2628|
Kuching|Kuching|South-East Asia|1|Malaysia|"1°33'0.0"" N"|"110°19'58.8"" E"|2|Tropical rainforest climate|353|QX|||31.7|32.7|29.8|4116.7|
Kugluktuk|Kugluktuk|North America|23|Canada|"67°49'32"" N"|"115°05'42"" W"|3|Subarctic (cool summer, wet all year) climate|354|QY|||-6.1|15.6|-23.4|247.2|-47.3
Kumamoto|Kumamoto|North-East Asia|32|Japan|"32°47'60.0"" N"|"130°43'1.2"" E"|2|Humid subtropical climate|355|QZ|||22|33.2|10.5|1985.9|
Kumasi|Kumasi|Africa|252|Ghana|"6°40'60.0"" N"|"1°37'0.0"" W"|2|Tropical monsoon climate|356|RA|||30.7|33.5|27.7|1402.4|
Kunming|Kunming|North-East Asia|1900|China|"25°2'20.0"" N"|"102°43'4.8"" E"|2|Subtropical highland climate|357|RB|||20.8|24.4|15.1|1011.2|
Kwangju|Kwangju|North-East Asia|31|South Korea|"35°9'16.9"" N"|"126°54'57.6"" E"|2|Humid subtropical / humid continental (hot summer, dry winter) climate|358|RC|||19.1|30.7|5.3|1390.9|
Kyoto|Kyoto|North-East Asia|74|Japan|"35°0'0.0"" N"|"135°45'0.0"" E"|2|Humid subtropical climate|359|RD|||20.8|33.3|8.9|1491.3|
La_Paz|La Paz|South America|3650|Bolivia|"16°30'0.0"" S"|"68°9'0.0"" W"|2|Subtropical highland climate|360|RE|||13.1|15|12|575|
La_Plata|La Plata|South America|29|Argentina|"34°55'53.0"" S"|"57°56'56.0"" W"|2|Humid subtropical climate|361|RF|||21.3|28.8|14.3|1007|
La_Rinconada,_Peru|La Rinconada, Peru|South America|5100|Peru|"14°37'57"" S"|"69°26'45"" W"|2|Hot desert climate|362|RG|||8.9|11|7.7|707|
Labrador_City|Labrador City|North America|548|Canada|"52°57'0"" N"|"66°55'0"" W"|2|Subarctic (cool summer, wet all year) climate|363|RH|||2.1|19.1|-16.7|839.5|-47.8
Lagos|Lagos|Africa|39|Nigeria|"6°27'11.0"" N"|"3°23'45.0"" E"|2|Tropical monsoon climate|364|RI|||30.7|33.1|28.1|1538|
Lahore|Lahore|South Asia|210|Pakistan|"31°32'58.9"" N"|"74°20'37.0"" E"|2|Hot semi-arid climate|365|RJ|||30.8|40.4|19.8|628.8|48.3
Lakhnau|Lakhnau|South Asia|132|India|"26°51'0.0"" N"|"80°55'0.1"" E"|2|Humid subtropical (dry winter, wet summer) climate|366|RK|||32|40|22.5|990.1|47.7
Lampang|Lampang|South-East Asia|248|Thailand|"18°17'53.9"" N"|"99°30'25.9"" E"|2|Tropical savanna climate|367|RL|||33.7|38.3|30.2|1045.5|
Lanzhou|Lanzhou|North-East Asia|1500|China|"36°3'23.0"" N"|"103°47'31.2"" E"|2|Cold semi-arid climate|368|RM|||16.7|29.3|1.7|311.7|
Larache|Larache|Africa|323|Morocco|"35°11'49.9"" N"|"6°9'12.0"" W"|2|Warm summer Mediterranean climate|369|RN|||21.8|28.6|16.2|735.9|
Las_Vegas|Las Vegas|North America|609|United States of America|"36°10'30.0"" N"|"115°8'9.6"" W"|2|Hot desert climate|370|RO|||26.7|40.1|13.7|106.43|47.2
Leeds|Leeds|Europe|61|United Kingdom of Great Britain and Northern Ireland|"53°47'60.0"" N"|"1°34'60.0"" W"|2|Oceanic climate|371|RP|||12.6|19.9|5.8|660|
Leipzig|Leipzig|Europe|110|Germany|"51°17'60.0"" N"|"12°19'59.9"" E"|2|Oceanic / humid continental (mild summer, wet all year) climate|372|RQ|||13.7|24.5|3.2|534.4|-27.6
Lhasa|Lhasa|North-East Asia|3650|China|"29°39'0"" N"|"91°07'0"" E"|2|Cold semi-arid climate|373|RR|||15.8|23.2|7.2|426.5|
Libreville|Libreville|Africa|8|Gabon|"0°22'60.0"" N"|"9°26'60.0"" E"|2|Tropical monsoon climate|374|RS|||28.6|30.2|26.4|2841.7|
Lilongwe|Lilongwe|Africa|1036|Malawi|"13°58'59.9"" S"|"33°46'59.9"" E"|2|Humid subtropical (dry winter, wet summer) climate|375|RT|||26.2|30|23|834|
Lima|Lima|South America|712|Peru|"12°3'0.0"" S"|"77°2'60.0"" W"|2|Cold desert climate|376|RU|||22.1|26.5|18.4|13|
Lisboa|Lisboa|Europe|231|Portugal|"38°43'0.1"" N"|"9°7'60.0"" W"|2|Hot summer Mediterranean / oceanic climate|377|RV|||21.3|28.3|14.8|774|
Liuzhou|Liuzhou|North-East Asia|91|China|"24°18'45.0"" N"|"109°23'20.4"" E"|2|Humid subtropical climate|378|RW|||25.1|33.5|14.2|1415.2|
Liverpool|Liverpool|Europe|6|United Kingdom of Great Britain and Northern Ireland|"53°25'0.1"" N"|"3°0'0.0"" W"|2|Oceanic climate|379|RX|||12.7|19.3|6.8|676.75|
Lodz|Lodz|Europe|198|Poland|"51°45'0.0"" N"|"19°28'0.1"" E"|2|Humid continental (mild summer, wet all year) climate|380|RY|||12.3|24|0.4|581.8|-31.1
Loei|Loei|South-East Asia|246|Thailand|"17°25'59.9"" N"|"101°43'1.2"" E"|2|Tropical savanna climate|381|RZ|||32.2|35.9|28.9|1234.1|
Lomé|Lomé|Africa|74|Togo|"6°7'55.0"" N"|"1°13'22.0"" E"|2|Tropical savanna climate|382|SA|||30.5|32.1|27.8|859|
London|London|Europe|21|United Kingdom of Great Britain and Northern Ireland|"51°30'0.0"" N"|"0°7'0.0"" W"|1|Oceanic climate|383|SB|||15.2|23.5|8.1|601.7|
Londrina|Londrina|South America|546|Brazil|"23°18'0.0"" S"|"51°8'60.0"" W"|2|Humid subtropical climate|384|SC|||27.5|30.1|23.5|1632.9|
Long_Beach,_California|Long Beach, California|North America|1|United States of America|"33°46'0.8"" N"|"118°11'16.8"" W"|2|Hot semi-arid climate|385|SD|||23.4|28.8|19.3|311.4|43.9
